relative_path,category,size_bytes,sha256,format,sample_count,pipeline_usage,pkl_top_keys,pkl_shapes,pkl_dtypes,notes
data/raw/E题数据.zip,raw_archive,1884355282,f895003abeb3e972e69ef9c457032720cbcb8ecd3d2261a0e30bc15667604acb,zip,all_4850_plus_special,raw_source_archive,,,,Original read-only compressed dataset archive (SHA-256 verified against official check)
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3g5yACwYnA/13.mp4,attachment1_video,1052449,aeb47627f59dce3d0a85a44ef35e4a3bc18211498e98c8c11cf60269646df24f,mp4,1,primary_pipeline,,,,Attachment 1 original video: -3g5yACwYnA/13.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3g5yACwYnA/2.mp4,attachment1_video,1752558,0619c01f137d017c15c058176f18a575919189c7e81ebd2bfb993afdb86f3de7,mp4,1,primary_pipeline,,,,Attachment 1 original video: -3g5yACwYnA/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3g5yACwYnA/3.mp4,attachment1_video,2322206,eff8cfefba2425155f2b72656829b34b23be8bfe1dcbece384154f56818aa26d,mp4,1,primary_pipeline,,,,Attachment 1 original video: -3g5yACwYnA/3.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3g5yACwYnA/9.mp4,attachment1_video,1938491,b962573b12ed1f06d5533f6427c80dce2bae3a99dd332f6d3fcb32c579f3f016,mp4,1,primary_pipeline,,,,Attachment 1 original video: -3g5yACwYnA/9.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-3nNcZdcdvU/5.mp4,attachment1_video,336985,7ea53ad502b77be7d2ee4494dc23a9478c897792203cf887d546e83d584c1728,mp4,1,primary_pipeline,,,,Attachment 1 original video: -3nNcZdcdvU/5.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4,attachment1_video,259577,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088,mp4,1,primary_pipeline,,,,Attachment 1 original video: -571d8cVauQ/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4,attachment1_video,813771,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e,mp4,1,primary_pipeline,,,,Attachment 1 original video: -571d8cVauQ/5.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4,attachment1_video,567350,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae,mp4,1,primary_pipeline,,,,Attachment 1 original video: -6rXp3zJ3kc/8.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/0.mp4,attachment1_video,965453,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c,mp4,1,primary_pipeline,,,,Attachment 1 original video: -9y-fZ3swSY/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/4.mp4,attachment1_video,1486121,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc,mp4,1,primary_pipeline,,,,Attachment 1 original video: -9y-fZ3swSY/4.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/8.mp4,attachment1_video,1715052,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,mp4,1,primary_pipeline,,,,Attachment 1 original video: -9y-fZ3swSY/8.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,attachment1_video,749365,15d029fc15f50b268b98f1e8abc65e45582e638c13a018d7aa74a18373275946,mp4,1,primary_pipeline,,,,Attachment 1 original video: -a55Q6RWvTA/3.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,attachment1_video,430559,0b6389f45bb966113c65a11998c6e7facdd24c8c42acf2e8cf32e0f2139402e1,mp4,1,primary_pipeline,,,,Attachment 1 original video: -aNfi7CP8vM/7.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,attachment1_video,2882018,6f6e674bbba4353399e9e7825217f37e6d8ca1adf9675f33cf37106f31c55548,mp4,1,primary_pipeline,,,,Attachment 1 original video: -aqamKhZ1Ec/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4,attachment1_video,4550251,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,mp4,1,primary_pipeline,,,,Attachment 1 original video: -AUZQgSxyPQ/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,attachment1_video,771408,04bd0be907fb46c613f926fe1b06bc2c3b30881c293156510baa34a4105ade55,mp4,1,primary_pipeline,,,,Attachment 1 original video: -dxfTGcXJoc/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,attachment1_video,658423,b5ffdc98a4a98b8f0aae55dee5fed66a43bcb129f47a250a004c1cc74e572595,mp4,1,primary_pipeline,,,,Attachment 1 original video: -dxfTGcXJoc/1.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,attachment1_video,675725,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7,mp4,1,primary_pipeline,,,,Attachment 1 original video: -dxfTGcXJoc/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,attachment1_video,428971,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513,mp4,1,primary_pipeline,,,,Attachment 1 original video: -dxfTGcXJoc/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,attachment1_video,658247,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/1.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,attachment1_video,394399,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/13.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,attachment1_video,391465,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/16.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,attachment1_video,774900,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/17.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,attachment1_video,737865,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/18.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,attachment1_video,823539,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/20.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,attachment1_video,688886,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/26.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,attachment1_video,446118,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,attachment1_video,581652,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c,mp4,1,primary_pipeline,,,,Attachment 1 original video: -egA8-b7-3M/9.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4,attachment1_video,896960,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,mp4,1,primary_pipeline,,,,Attachment 1 original video: -HeZS2-Prhc/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,attachment1_video,1661111,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,mp4,1,primary_pipeline,,,,Attachment 1 original video: -hnBHBN8p5A/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,attachment1_video,1409433,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,mp4,1,primary_pipeline,,,,Attachment 1 original video: -hnBHBN8p5A/7.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/2.mp4,attachment1_video,958873,920a1052c09ebd1eedba6dd1ccfecd80f56f6f0fdcdd1f6dd32b0d90bcb89358,mp4,1,primary_pipeline,,,,Attachment 1 original video: -HwX2H8Z4hY/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/5.mp4,attachment1_video,1617346,8d61b7f5840a8bd403d9bc6c3cd49029ffc4e304cf9c7834735c1a6bb5fd369d,mp4,1,primary_pipeline,,,,Attachment 1 original video: -HwX2H8Z4hY/5.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/6.mp4,attachment1_video,978678,696576dcbd0dc42cb678fa40d8a0f0f419a3072bfa7662d653756ab29bba4c46,mp4,1,primary_pipeline,,,,Attachment 1 original video: -HwX2H8Z4hY/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/9.mp4,attachment1_video,981914,90c18e627f27a12c14e21ba24c79edf3008762b4ac26874b490ad3f888381702,mp4,1,primary_pipeline,,,,Attachment 1 original video: -HwX2H8Z4hY/9.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,attachment1_video,487464,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,mp4,1,primary_pipeline,,,,Attachment 1 original video: -I_e4mIh0yE/1.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,attachment1_video,425914,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,mp4,1,primary_pipeline,,,,Attachment 1 original video: -I_e4mIh0yE/3.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,attachment1_video,988521,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50,mp4,1,primary_pipeline,,,,Attachment 1 original video: -iRBcNs9oI8/3.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/6.mp4,attachment1_video,1286164,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3,mp4,1,primary_pipeline,,,,Attachment 1 original video: -iRBcNs9oI8/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,attachment1_video,980176,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081,mp4,1,primary_pipeline,,,,Attachment 1 original video: -iRBcNs9oI8/7.mp4
